Armenian_Adana:ADN1,0.097888,0.147252,-0.05242,-0.061047,-0.029852,-0.020359,0.003055,-0.005307,-0.029451,-0.005832,0.004709,0.000599,-0.004014,0.00055,-0.011129,0.00053,0.001043,-0.002154,0.000126,-0.003252,0.001373,0.003957,0.000739,-0.007591,0.005748
Armenian_Aintab:Aintab001,0.104717,0.145221,-0.05506,-0.068153,-0.030775,-0.013945,0.0047,0.000692,-0.025975,0,0.000812,0.000599,0.001189,0.005505,-0.013301,-0.005569,0.014473,0.0019,0.005154,-0.002626,0.000873,-0.00272,-0.001479,-0.003494,-0.00012
Armenian_Aintab:Aintab002,0.100164,0.138112,-0.058831,-0.064923,-0.026466,-0.028726,0.004465,-0.008538,-0.022907,-0.002369,0.001461,0.002398,0.000297,-0.006606,-0.005157,0.012861,0.024643,-0.000127,-0.001131,0.002251,-0.00025,-0.000742,0.003328,-0.002892,-0.003353
Armenian_Aintab:Aintab003,0.097888,0.145221,-0.054305,-0.063954,-0.026774,-0.019522,0.00188,-0.005769,-0.021475,0,0.006983,0.006145,-0.002527,0.005918,-0.0019,-0.0118,-0.00678,0,-0.003645,-0.012256,0.001872,0.003215,0.001602,0.000843,0.000958
Armenian_Alashkert:ALA02,0.103579,0.140143,-0.057699,-0.063631,-0.027082,-0.018128,0.00564,-0.004384,-0.027202,0.000729,0.00065,0.003147,0.000892,0.008257,-0.0038,-0.009016,-0.010431,0.00266,0.004399,-0.007754,-0.001497,0.001607,0.002342,-0.000602,0.00455
Armenian_Alashkert:ALA09,0.108132,0.139128,-0.054305,-0.063954,-0.024928,-0.016455,-0.000705,-0.007384,-0.024747,-0.004556,0.00065,-0.002997,-0.001933,0.002615,0.000814,-0.002121,-0.00013,0.005954,0.002765,0.004252,-0.004367,0.001484,-0.003204,0.000361,0.003832
Armenian_Alashkert:ALA10,0.102441,0.139128,-0.058831,-0.059432,-0.026159,-0.017849,0.00376,-0.004846,-0.025361,-0.002551,0.005846,0.005995,-0.004014,0.00578,-0.004614,-0.007425,-0.009648,0.003294,0.00352,-0.012131,-0.001622,0.001855,-0.000123,-0.003374,0.001317
Armenian_Alashkert:Alashkert001,0.103579,0.142174,-0.059585,-0.065892,-0.020311,-0.014223,0.00282,-0.007154,-0.022293,0.006378,0.000325,-0.002698,-0.005798,-0.009083,-0.003936,0.020419,0.015385,0.00038,0.000251,0.000875,0.003619,-0.00136,0.001972,-0.001084,0.001796
Armenian_Aleppo:Halep18,0.102441,0.144205,-0.051666,-0.065569,-0.025851,-0.014781,0.003995,-0.00923,-0.028429,-0.005832,0.003735,0.000599,-0.002081,0.009634,-0.008686,-0.009016,-0.009127,-0.00038,0.003394,-0.010005,0.007112,0.007543,-0.001232,-0.001084,-0.002275
Armenian_Amasia:AMS1,0.103579,0.137096,-0.062979,-0.062662,-0.025543,-0.01757,0.005405,-0.004846,-0.028224,0.004009,0.004222,-0.000749,-0.008028,0.00289,-0.009365,-0.002254,0.00326,-0.003674,0.000503,-0.000625,0.00025,0.005441,-0.004067,-0.004458,0.004191
Armenian_Ararat:GRC11054316,0.105855,0.12491,-0.065619,-0.066861,-0.02462,-0.011156,0.005405,-0.000462,-0.032928,-0.000547,-0.001786,0.000749,-0.001635,0.004129,-0.004072,-0.010607,-0.022556,0.004941,0.00176,-0.01013,-0.00025,0.00643,0.004314,-0.00735,0.000718
Armenian_Ararat:GRC11054317,0.113823,0.136081,-0.04978,-0.063308,-0.028313,-0.017012,0.00329,0,-0.028224,0.003645,0.005684,0.006894,-0.001635,-0.004266,-0.003393,0.005834,0.020861,0.00114,0.002514,-0.005378,-0.004742,0.003833,-0.002465,0.006507,-0.002275
Armenian_Ararat:GRC11054318,0.101303,0.139128,-0.061471,-0.059432,-0.031698,-0.018965,0.000235,-0.006692,-0.028429,-0.004191,0.002111,0.00045,-0.00892,-0.006193,-0.008279,0.011933,0.013169,0.00076,0.01081,-0.005378,0.000499,0.006677,0.000616,0.006748,-0.00934
Armenian_Ararat:GRC11054319,0.101303,0.131003,-0.054305,-0.063631,-0.029544,-0.023985,0.00047,-0.006231,-0.028429,-0.004374,-0.004384,0.002398,-0.003271,-0.000413,-0.006379,0.001856,0.008214,0.003294,0.006159,-0.002501,0.003494,0.010387,-0.007395,0.003735,0.002155
Armenian_Ararat:GRC11054320,0.105855,0.137096,-0.055437,-0.055879,-0.029852,-0.013387,0.004935,-0.005307,-0.031088,-0.011663,-0.003248,-0.001049,0.001784,0.002477,-0.002172,-0.009812,-0.009779,0.000887,-0.001885,-0.002501,0.006738,-0.000495,-0.006655,0.002169,0.001197
Armenian_Ararat:GRC11054321,0.094473,0.140143,-0.064488,-0.062985,-0.026466,-0.02259,0.00517,-0.004384,-0.03027,0.002369,0.005359,-0.000599,-0.002973,0.005505,-0.0095,-0.003978,-0.001825,-0.001267,0.010182,-0.006003,0.003244,-0.003462,-0.001109,-0.004338,0.001916
Armenian_Ararat:GRC11054322,0.101303,0.149283,-0.062225,-0.067184,-0.024928,-0.008646,0.006345,-0.006461,-0.027406,-0.002551,0.002273,0.003297,0.004162,0.001101,-0.012622,-0.00769,-0.012647,0.001014,0.003268,-0.005378,0.006364,0.006183,-0.00037,0.003253,0.003592
