Armenian_Hamshen_(n=8),0.106994,0.137731,-0.058076,-0.060845,-0.035122,-0.014224,0.006903,-0.007759,-0.044944,-0.005399,0.003065,0.006875,-0.011874,0.001273,-0.008228,-0.00774,0.007839,-0.000222,-0.00165,0.004002,0.004367,0.003988,-0.00302,-0.006748,0.000464
Armenian_Javakhk_(n=5),0.105173,0.138721,-0.057549,-0.063566,-0.026466,-0.019857,0.003431,-0.003092,-0.030474,-0.00503,0.004255,-0.00027,-0.001933,0.001073,-0.004289,0.002015,0.000704,0.001875,0.001131,-0.000676,0.001772,0.002152,0.001652,-0.000145,0.00091
Armenian_Kars_(n=1),0.105855,0.135065,-0.063733,-0.062016,-0.033545,-0.019243,-0.00094,-0.011769,-0.031701,-0.002551,0.007957,0.002098,-0.00996,0.00523,0.001493,-0.00305,-0.014733,0.003294,0.003394,-0.005253,0.003868,-0.003339,-0.005176,-0.00241,-0.000479
Armenian_Kessab_(n=4),0.103864,0.138874,-0.056662,-0.063631,-0.026312,-0.017361,0.00564,-0.006231,-0.022191,0.001959,0.005521,0.004271,-0.003011,0.004542,-0.005734,0.002586,0.0059,-0.000633,0.00198,-0.003939,0.0034,-0.000186,0.001294,0.001235,-0.000718
Armenian_Kharberd_(n=1),0.104717,0.137096,-0.055814,-0.052326,-0.030775,-0.013108,0.0047,-0.009,-0.027815,-0.00164,0.004547,0.00045,-0.005946,-0.002477,-0.002036,-0.000928,0.000261,0.001267,0.003645,0.005002,-0.000125,0.001484,0.000986,0.004338,-0.000359
Armenian_Lori_(n=5),0.103124,0.133644,-0.053702,-0.053747,-0.033729,-0.009482,0.009024,-0.007984,-0.035383,-0.00882,0.001916,0.005096,-0.006482,-0.000523,-0.003936,-0.004376,0.00013,-0.000304,0.004098,-0.00015,0.006064,0.002053,0.000961,-0.000482,0.004622
Armenian_Mush_(n=1),0.09675,0.139128,-0.061094,-0.066861,-0.031698,-0.019801,0.001175,-0.009,-0.031701,-0.00893,0.001461,0.003747,-0.003122,-0.006331,-0.009093,0.00358,0.021644,-0.00114,0.004902,0.003502,0.003369,-0.001978,-0.000863,0.002771,0.010897
Armenian_Parspatunik_(n=2),0.105856,0.140651,-0.04978,-0.052488,-0.033083,-0.005996,0.00564,-0.001962,-0.034871,-0.007745,0.00268,0.005994,-0.002676,0.000412,-0.006718,-0.00769,-0.004694,-0.00114,0.000691,-0.003689,0.000687,0.00371,0.002465,-0.000904,0.000658
Armenian_Sasun_(n=5),0.098571,0.143799,-0.063055,-0.072094,-0.027328,-0.017291,0.003384,-0.008215,-0.025934,-3.7e-05,0.003865,3e-05,-0.002408,0.005698,-0.00627,0.000981,0.000991,0.002534,0.00455,-0.006653,0.002945,0.00089,-0.00355,0.000144,-0.000311
Armenian_Sebastia_(n=2),0.106994,0.139128,-0.052608,-0.070737,-0.02539,-0.019522,0.000823,-0.004038,-0.026997,-0.002278,0.005602,0.000899,-0.000892,0.001858,-0.006854,0.003248,0.005997,-0.000253,0.00176,-0.003627,-0.000936,6.2e-05,0.002465,-0.00247,0.001616
Armenian_Shamakhi_(n=1),0.103579,0.140143,-0.049403,-0.043605,-0.026466,-0.001673,0.00188,-0.006,-0.039064,-0.007654,0.005034,0.002847,-0.005649,0.002615,0.001493,0.005967,0.005867,0.001394,0.003897,0.004252,0,0.00136,-0.006286,0.007712,0.002634
Armenian_Shamakhi_o_(n=1),0.10927,0.118817,-0.047517,-0.030362,-0.033545,-0.006414,0.00047,-0.003,-0.036405,-0.013303,-0.002598,-0.003597,-0.004162,-0.000275,0.001357,0.001061,0.008866,0.000127,0.005782,-0.001126,0.000374,0.000618,-0.012325,-0.005543,0.002275
Armenian_Syunik_(n=14),0.105042,0.134703,-0.053551,-0.051888,-0.031698,-0.011196,0.004448,-0.005373,-0.03249,-0.007368,0.003062,0.00395,-0.002633,0.004886,-0.001667,-0.001818,-0.004666,0.002443,0.002245,-0.003832,0.002629,8e-05,-0.000819,0.001119,0.000197
Armenian_Syunik_o_(n=1),0.110408,0.148267,-0.055437,-0.066538,-0.033545,-0.013666,0.000705,-0.00923,-0.035996,-0.004191,0.000487,0.003447,-0.00669,0.005918,-0.003122,-0.012463,-0.008996,-0.001014,-0.00088,-0.005002,0.000499,0.004204,-0.01023,0.001446,0.005149
Armenian_Tabriz_(n=1),0.103579,0.132019,-0.05242,-0.058786,-0.026159,-0.01255,0.00423,-0.004615,-0.025975,-0.002551,-0.002436,0.001649,-0.005352,0.004542,-0.009772,-0.00305,0.004303,-0.000633,0.004399,-0.007504,0.000749,0.007048,0.001725,-0.006868,0.00455
Armenian_Urfa_(n=8),0.101587,0.140143,-0.059208,-0.069728,-0.026351,-0.019557,0.003672,-0.005307,-0.02623,0.001914,0.003491,0.002491,0.000465,0.004524,-0.007414,-0.000431,-0.000521,0.000554,0.002137,-0.002392,-0.000343,0.000989,-0.001386,-0.001476,0.000554
Armenian_Van_(n=4),0.101872,0.137604,-0.057134,-0.061047,-0.034006,-0.016037,0.005405,-0.006749,-0.031036,-0.005467,0.001705,0.001162,0.00197,0.001893,-0.004954,-0.000365,0.000848,-0.000791,0.003457,-0.005284,0.004243,0.000556,0.000308,0.000542,-0.000718
